sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,content
162,406,14,211,258,258,44,120,air
163,410,14,201,260,257,54,120,air
162,406,13,211,257,258,42,122,air
162,405,15,211,260,258,42,122,air
160,405,9,205,260,263,44,115,air
163,409,14,211,259,257,43,121,air
162,410,14,211,259,257,42,120,air
162,410,13,210,261,258,42,120,air
164,417,14,213,256,263,41,153,air
159,403,13,221,259,258,49,122,air
161,408,14,211,259,257,43,120,air
165,411,14,211,261,258,43,121,air
163,409,38,208,260,261,46,123,air
163,408,13,211,255,252,42,120,air
160,406,13,210,264,258,46,120,air
162,410,14,210,258,254,42,122,air
159,406,14,210,259,257,44,119,air
161,409,13,210,258,258,43,120,air
164,404,15,204,259,257,62,122,air
162,402,13,211,259,282,43,121,air
161,406,14,210,260,258,51,117,air
164,405,14,212,261,257,43,119,air
161,407,15,210,260,256,42,120,air
163,408,15,213,258,255,45,120,air
162,412,9,209,260,256,42,120,air
159,406,11,210,256,256,43,144,air
161,404,13,210,261,257,44,120,air
160,402,14,210,259,257,42,120,air
166,407,16,210,255,259,42,122,air
161,412,24,212,260,257,37,119,air
162,406,13,236,259,259,45,125,air
163,405,12,210,259,258,44,120,air
162,405,12,202,259,258,42,120,air
159,405,12,230,259,258,41,124,air
152,405,11,213,259,278,43,119,air
163,403,14,210,258,255,47,121,air
162,404,22,209,268,257,40,119,air
162,403,15,209,268,258,45,118,air
160,403,14,209,273,254,43,126,air
163,403,13,210,258,260,42,119,air
161,404,14,209,260,257,41,120,air
159,406,12,209,257,259,40,118,air
162,402,13,208,259,258,41,120,air
155,403,14,209,258,257,42,120,air
162,402,14,205,257,254,43,120,air
162,409,13,210,258,254,42,118,air
165,404,12,211,257,255,40,117,air
162,403,29,210,261,258,42,119,air
165,402,14,210,259,256,41,108,air
162,402,3,209,263,256,42,119,air
162,400,14,210,259,256,42,120,air
165,402,11,209,259,258,46,119,air
162,397,11,210,258,259,70,120,air
160,401,13,205,258,261,43,119,air
160,397,13,209,259,261,41,119,air
159,403,14,208,258,256,43,119,air
162,399,13,211,269,256,44,120,air
161,398,13,209,260,257,43,121,air
163,396,12,208,272,257,42,119,air
162,398,13,211,258,257,41,120,air
160,404,14,219,260,257,41,119,air
160,397,13,209,253,258,40,118,air
164,400,13,209,266,258,42,122,air
161,397,12,215,258,257,45,120,air
158,400,11,209,258,259,43,126,air
163,399,14,208,254,270,42,119,air
156,398,12,211,248,257,40,118,air
162,400,16,208,259,258,41,120,air
161,423,16,203,269,264,38,118,air
160,399,14,208,257,258,43,115,air
159,396,13,210,258,258,41,124,air
161,396,12,207,258,260,44,119,air
159,396,13,207,269,257,40,121,air
161,400,15,207,258,256,41,115,air
163,397,11,226,258,257,42,121,air
162,399,13,208,258,256,40,120,air
160,398,14,209,256,259,42,108,air
163,399,12,210,256,257,41,119,air
161,401,13,206,257,256,41,120,air
161,400,14,205,258,260,68,117,air
162,395,13,208,256,257,54,119,air
161,397,13,207,259,257,46,118,air
159,397,25,207,260,280,42,120,air
153,398,11,209,258,256,66,118,air
161,399,13,209,265,252,46,118,air
162,401,12,203,258,256,43,122,air
161,399,13,207,255,256,41,118,air
160,396,14,207,257,251,40,127,air
160,397,12,208,256,258,42,120,air
161,394,14,211,257,257,57,125,air
159,396,13,207,256,256,41,119,air
163,399,14,206,258,256,40,119,air
158,395,14,208,259,258,40,118,air
157,399,13,207,254,256,59,119,air
165,395,13,207,257,257,44,121,air
164,396,12,211,262,257,42,120,air
160,393,14,211,257,256,42,120,air
160,395,13,207,271,256,42,139,air
163,395,13,206,258,256,42,118,air
160,395,14,207,256,256,41,118,air
159,396,16,207,258,256,41,118,air
162,395,11,207,256,256,44,119,air
157,396,12,207,257,256,43,117,air
161,396,15,206,257,256,40,119,air
161,404,14,208,261,257,41,118,air
165,394,13,205,261,263,62,118,air
160,395,13,214,261,258,42,118,air
184,392,13,203,257,255,40,119,air
161,395,11,208,258,257,40,118,air
162,391,13,206,256,257,40,119,air
161,390,14,207,258,257,41,116,air
161,394,14,205,258,257,43,118,air
160,394,14,205,259,256,40,120,air
168,395,12,207,252,259,37,118,air
159,391,14,207,259,256,34,118,air
162,393,13,206,258,256,44,120,air
159,392,24,206,258,256,42,118,air
170,394,10,207,263,256,40,119,air
160,399,12,207,257,256,43,117,air
161,396,13,207,257,256,39,118,air
159,394,15,206,258,255,38,113,air
160,390,14,207,258,255,41,118,air
159,394,14,207,258,260,35,118,air
159,400,11,206,257,260,41,119,air
153,394,12,205,258,256,36,117,air
160,393,13,207,256,256,40,117,air
160,393,12,206,258,259,41,121,air
159,390,13,195,256,263,40,123,air
157,388,13,217,255,258,41,118,air
161,392,13,210,256,254,41,121,air
160,392,12,207,256,253,53,118,air
161,389,13,205,257,252,41,117,air
162,393,13,206,260,256,41,119,air
162,398,12,207,256,257,41,118,air
159,389,14,206,261,255,36,118,air
161,388,13,205,258,258,38,119,air
159,391,14,206,252,257,37,118,air
159,384,12,208,257,255,38,127,air
161,388,54,204,257,255,41,117,air
159,388,13,203,257,263,40,120,air
162,390,14,195,262,256,51,117,air
159,391,13,207,252,255,38,118,air
160,389,12,205,255,247,41,117,air
161,388,15,212,255,256,41,119,air
159,388,13,207,257,254,41,106,air
161,388,13,194,256,255,41,117,air
156,388,12,201,261,256,40,117,air
169,390,29,215,258,256,45,117,air
160,390,13,205,256,254,41,116,air
157,390,14,207,257,255,42,116,air
157,392,21,205,253,256,41,118,air
160,390,14,203,258,256,38,116,air
157,390,14,206,259,256,66,117,air
160,393,29,204,256,252,41,118,air
160,389,12,206,256,255,41,120,air
159,390,13,205,254,256,40,118,air
156,388,14,206,255,255,40,117,air
157,389,7,203,257,257,41,117,air
160,388,13,204,257,257,46,117,air
159,387,14,204,256,254,41,116,air
158,385,11,202,258,256,41,116,air
159,387,12,204,255,257,39,117,air
159,390,13,204,267,255,40,118,air
157,388,35,205,254,255,41,127,air
159,390,15,203,256,252,41,116,air
164,387,31,205,255,254,53,116,air
160,386,13,200,265,255,41,117,air
159,389,14,203,256,254,40,115,air
157,387,13,206,256,257,41,117,air
158,384,13,201,274,254,42,122,air
158,387,14,200,255,257,51,119,air
159,386,14,203,255,258,41,115,air
156,389,15,204,257,255,40,116,air
161,389,17,204,256,255,29,116,air
158,389,14,203,270,254,43,116,air
160,386,14,202,256,254,35,111,air
160,387,13,198,255,256,41,117,air
157,386,13,205,258,258,38,119,air
177,386,14,204,256,256,33,117,air
153,386,13,201,254,251,41,122,air
156,387,16,200,258,255,41,116,air
158,387,11,203,268,259,40,117,air
161,384,12,204,257,255,41,127,air
159,393,14,202,256,254,41,117,air
159,384,13,204,256,256,42,116,air
159,386,15,204,256,269,37,118,air
164,384,13,203,257,255,42,127,air
159,390,26,203,255,257,41,117,air
160,385,12,204,256,255,38,116,air
157,385,14,202,256,254,39,116,air
158,384,13,201,255,256,38,115,air
159,391,13,204,256,254,40,115,air
159,384,13,193,257,254,42,116,air
158,385,13,202,259,256,41,117,air
157,385,12,202,266,251,35,114,air
158,384,13,203,257,257,41,122,air
159,385,13,202,257,254,41,116,air
157,384,11,203,255,254,42,116,air
159,382,12,203,256,256,40,116,air
155,386,13,205,252,250,40,117,air
159,380,13,202,255,254,41,115,air
158,381,13,203,260,262,41,116,air
158,381,12,202,255,251,47,116,air
158,384,12,203,279,254,40,116,air
158,383,9,203,257,254,40,116,air
158,386,14,203,256,255,59,115,air
159,384,12,205,253,254,52,117,air
149,379,13,203,251,259,37,116,air
158,384,14,203,254,257,42,117,air
154,382,11,202,254,257,41,114,air
156,382,13,203,255,255,39,116,air
158,383,12,202,256,254,51,116,air
158,384,13,203,252,255,40,124,air
156,383,15,202,252,254,40,115,air
159,382,13,202,268,256,40,120,air
159,382,13,203,255,254,39,115,air
157,378,13,200,254,255,39,117,air
154,382,15,202,257,270,43,115,air
158,384,13,208,254,254,41,115,air
159,385,13,200,255,255,61,118,air
153,383,28,203,255,259,40,115,air
158,382,15,205,258,254,40,115,air
157,377,14,201,246,255,35,119,air
159,383,13,201,254,254,39,107,air
155,380,13,202,254,254,47,117,air
157,385,15,204,256,254,41,114,air
158,382,13,202,256,254,39,116,air
160,380,13,203,250,255,40,114,air
155,380,3,203,255,255,40,115,air
158,380,47,201,256,254,46,118,air
155,382,13,201,248,251,40,120,air
161,381,11,200,255,255,42,117,air
157,383,14,202,252,254,40,113,air
159,380,12,200,255,256,40,115,air
165,385,12,202,254,254,29,114,air
159,378,13,200,254,253,40,114,air
156,381,16,199,255,255,39,115,air
159,380,13,198,266,253,52,116,air
165,382,13,199,255,252,40,115,air
157,381,13,201,253,252,39,113,air
157,380,16,200,256,254,62,115,air
154,379,47,201,252,254,41,116,air
157,376,13,199,255,255,42,114,air
156,381,15,201,254,253,40,115,air
155,377,12,199,256,254,57,140,air
156,374,14,201,255,258,39,115,air
157,376,14,201,261,252,40,118,air
157,379,13,190,270,254,40,120,air
157,380,15,199,255,254,40,115,air
158,378,14,201,254,254,39,120,air
157,380,13,199,251,249,41,115,air
157,381,13,202,256,254,39,115,air
156,381,14,200,257,260,39,116,air
157,377,13,199,255,250,41,115,air
160,373,12,199,255,254,39,116,air
158,377,13,200,254,254,43,113,air
159,376,14,198,255,251,41,114,air
159,376,13,201,255,252,39,115,air
154,380,18,200,256,256,41,116,air
157,375,13,201,255,268,39,114,air
157,374,14,200,251,254,40,113,air
157,377,15,200,253,253,41,114,air
159,376,12,200,252,253,38,115,air
154,379,10,200,254,251,22,113,air
155,377,17,224,254,253,40,115,air
158,377,13,200,255,257,41,119,air
157,395,15,201,255,254,68,114,air
158,377,12,196,261,256,40,118,air
155,376,13,200,255,256,39,115,air
159,372,14,201,256,251,43,117,air
156,376,15,200,254,251,39,114,air
155,383,15,200,254,254,40,115,air
156,379,14,200,254,253,58,115,air
154,378,11,199,255,257,39,114,air
156,383,13,199,254,254,43,114,air
157,370,12,200,253,254,41,111,air
155,375,13,201,255,252,40,146,air
147,375,13,201,254,248,39,116,air
155,374,15,201,250,261,39,115,air
156,379,13,202,254,253,38,114,air
164,377,13,200,255,254,40,115,air
153,375,14,199,255,255,40,110,air
157,376,15,200,253,254,40,114,air
156,371,13,198,255,252,40,117,air
158,374,14,199,255,254,40,114,air
157,374,10,200,258,253,39,113,air
158,374,12,203,253,253,39,113,air
157,373,13,203,254,253,39,115,air
157,374,25,200,254,249,40,116,air
155,376,13,197,256,253,40,118,air
156,373,16,198,245,254,38,117,air
154,384,21,199,254,251,39,111,air
156,372,13,198,253,253,48,111,air
156,374,12,198,255,254,39,114,air
156,374,13,199,255,256,42,114,air
158,369,10,196,253,252,41,114,air
166,376,14,200,254,252,38,114,air
156,371,12,200,259,250,44,108,air
156,374,9,199,253,253,38,113,air
162,372,13,222,256,249,40,114,air
157,372,12,197,254,252,40,120,air
156,377,17,187,252,253,41,116,air
156,372,9,199,259,253,39,117,air
146,373,28,198,254,253,39,112,air
162,372,14,197,253,253,41,114,air
158,376,15,198,252,253,38,113,air
156,373,13,198,249,254,39,114,air
155,373,13,198,254,252,38,114,air
158,374,12,197,254,252,39,116,air
153,372,14,197,254,254,33,114,air
160,368,14,202,263,253,37,118,air
158,369,23,195,254,251,43,119,air
156,371,14,210,255,253,38,114,air
156,368,0,208,260,255,39,143,air
156,384,54,198,253,253,40,113,air
155,371,13,198,254,252,40,116,air
159,372,12,196,254,254,51,110,air
159,371,14,199,255,253,35,113,air
155,370,12,200,254,251,34,112,air
157,368,13,199,254,252,40,113,air
156,369,13,200,253,254,35,112,air
153,371,14,198,258,253,37,117,air
155,371,14,198,254,251,40,112,air
154,374,16,199,253,255,37,110,air
152,368,14,195,248,253,39,113,air
153,382,13,193,250,257,40,113,air
157,372,13,199,252,253,38,119,air
159,370,44,199,253,252,40,119,air
154,370,11,197,256,253,39,113,air
157,371,11,198,254,253,39,113,air
155,399,14,198,252,256,38,137,air
156,370,10,193,254,258,39,114,air
156,373,25,198,253,254,38,112,air
154,367,13,199,255,253,38,113,air
155,372,13,199,245,253,39,112,air
158,365,14,199,259,253,38,112,air
155,379,55,199,254,252,38,113,air
156,365,3,197,254,253,36,114,air
155,375,14,197,253,253,39,112,air
156,372,10,199,249,253,38,109,air
155,369,13,197,251,255,39,112,air
156,367,11,197,247,252,39,115,air
157,370,12,197,257,254,41,113,air
155,368,13,197,253,250,39,118,air
155,366,13,192,251,253,38,113,air
155,369,11,188,251,252,40,145,air
150,367,14,193,257,251,40,112,air
143,369,13,197,253,254,38,115,air
157,366,14,204,257,253,33,113,air
153,368,14,199,253,240,39,110,air
153,368,13,197,253,252,39,112,air
156,369,14,197,253,255,39,112,air
146,369,17,197,245,249,59,113,air
157,365,14,197,256,252,39,115,air
157,366,13,196,254,253,40,114,air
153,367,14,198,253,252,38,113,air
154,365,15,196,252,255,38,112,air
156,366,13,196,252,252,38,113,air
153,368,13,199,253,252,38,113,air
155,365,9,197,251,277,39,126,air
154,366,13,195,256,252,38,113,air
154,367,11,196,253,252,40,119,air
156,368,31,197,252,260,38,112,air
153,369,13,196,262,253,38,105,air
150,364,39,199,253,252,42,112,air
157,367,5,196,253,251,42,113,air
155,367,13,189,254,253,39,106,air
154,366,12,190,255,250,38,114,air
155,364,9,198,253,253,39,111,air
166,365,12,195,252,252,39,112,air
152,367,11,199,253,254,56,114,air
155,371,13,196,259,256,36,113,air
153,367,13,196,251,249,40,112,air
153,367,14,195,251,253,37,111,air
156,366,13,194,253,252,37,112,air
156,365,14,195,253,251,38,110,air
161,366,10,205,249,251,38,111,air
151,371,15,196,253,251,38,113,air
155,365,13,197,248,252,39,115,air
154,369,15,194,253,252,38,146,air
153,366,13,208,253,253,38,112,air
152,366,13,196,252,251,39,111,air
155,365,6,199,248,253,37,141,air
155,365,13,197,251,252,38,107,air
152,366,14,195,252,254,41,113,air
153,365,13,208,257,252,38,112,air
156,367,13,194,253,252,39,111,air
154,366,13,195,251,251,38,112,air
171,364,13,206,252,252,48,113,air
153,364,13,194,253,252,44,112,air
153,364,14,198,253,249,39,112,air
155,362,13,195,251,253,38,110,air
156,368,14,199,251,252,38,111,air
156,362,14,196,253,255,39,111,air
155,364,12,195,250,256,38,113,air
154,362,14,195,253,252,38,121,air
154,366,13,196,255,250,38,119,air
154,363,13,192,263,260,34,112,air
153,364,13,196,251,256,38,113,air
154,363,11,194,246,251,37,112,air
154,363,12,195,252,255,38,112,air
156,364,16,197,254,251,43,107,air
154,355,12,196,253,273,39,133,air
150,365,12,197,251,252,46,113,air
152,364,13,194,253,251,38,112,air
151,377,13,196,264,252,41,111,air
154,363,24,193,252,251,37,118,air
155,363,12,201,247,252,39,112,air
154,364,15,193,253,251,37,111,air
156,364,12,195,243,254,34,114,air
156,359,11,195,250,251,34,111,air
154,383,14,194,251,248,38,112,air
154,368,11,196,252,251,38,111,air
153,362,12,197,263,252,38,113,air
153,384,15,191,248,247,39,109,air
155,386,15,195,252,250,38,111,air
153,363,12,195,253,253,38,111,air
153,369,14,196,252,251,39,112,air
155,362,14,191,254,251,37,111,air
154,359,13,194,254,252,37,112,air
156,362,12,193,252,250,38,109,air
155,364,23,194,252,256,24,112,air
151,362,13,195,246,252,36,111,air
154,361,13,201,252,252,38,112,air
154,362,16,194,251,252,34,111,air
155,357,13,194,251,264,39,111,air
154,362,14,195,254,249,41,115,air
153,361,11,195,257,251,39,113,air
158,361,13,194,251,251,37,111,air
163,361,13,194,252,250,39,107,air
156,360,10,198,252,251,40,117,air
153,362,11,192,252,253,33,112,air
154,377,15,193,252,250,38,113,air
153,363,14,194,248,247,36,111,air
151,364,12,200,257,256,39,111,air
153,360,12,194,252,250,37,105,air
154,380,14,193,262,252,37,110,air
156,363,14,194,252,251,37,111,air
153,361,16,193,253,252,38,112,air
154,362,14,194,252,254,38,111,air
154,365,17,194,250,261,38,112,air
155,360,13,199,251,251,38,110,air
156,358,13,196,252,271,34,111,air
154,362,15,195,251,266,37,110,air
158,358,10,191,252,249,37,111,air
154,358,13,193,254,253,44,108,air
151,359,17,194,250,252,38,111,air
152,358,26,199,252,251,36,118,air
153,359,7,193,252,249,37,111,air
153,361,13,193,253,249,38,117,air
143,360,15,194,252,251,38,111,air
152,359,16,184,252,253,37,110,air
155,358,8,193,253,259,38,110,air
152,358,14,194,252,251,37,112,air
151,355,12,195,251,251,38,112,air
153,360,16,195,253,254,39,111,air
154,375,12,193,254,252,44,112,air
153,359,18,194,263,253,37,123,air
154,358,12,190,261,251,38,113,air
153,348,14,191,250,251,37,111,air
153,356,15,193,250,252,38,111,air
156,360,13,193,252,251,39,110,air
153,360,9,195,262,252,36,110,air
153,356,15,192,251,249,37,104,air
152,358,13,186,251,249,37,114,air
151,354,12,193,252,250,38,114,air
153,358,14,191,262,253,41,111,air
152,356,14,193,251,252,37,109,air
150,359,14,191,252,250,50,112,air
153,358,15,193,252,251,39,112,air
155,353,10,192,246,255,37,113,air
150,360,13,195,270,251,38,112,air
160,358,12,191,253,250,42,111,air
152,365,13,194,251,252,38,112,air
152,356,13,182,250,251,37,113,air
145,356,14,191,252,250,37,111,air
154,358,14,192,250,250,38,112,air
154,359,13,192,252,249,39,110,air
153,361,13,193,251,252,37,111,air
152,358,16,192,268,251,38,111,air
154,354,13,193,251,250,37,124,air
150,358,14,189,251,250,37,112,air
154,355,13,194,248,250,38,110,air
152,362,12,192,250,250,38,142,air
153,357,13,194,251,244,37,112,air
152,346,13,192,252,252,39,111,air
150,356,11,191,247,251,37,110,air
147,359,8,190,250,250,37,109,air
151,357,29,192,251,250,38,112,air
153,357,14,192,251,256,37,112,air
149,353,14,194,248,250,30,109,air
151,355,13,198,246,252,30,111,air
143,355,11,195,251,251,33,112,air
152,357,10,191,251,252,41,107,air
150,358,12,191,251,251,48,111,air
157,357,28,196,255,249,39,110,air
154,357,14,191,252,251,36,110,air
153,356,12,193,252,251,38,121,air
152,356,13,192,263,251,37,111,air
152,353,14,192,251,251,39,110,air
153,354,13,189,250,250,33,112,air
154,355,14,191,251,250,54,111,air
153,357,13,192,251,249,32,113,air
152,354,13,190,247,251,38,110,air
150,351,13,192,253,251,50,110,air
150,356,13,194,254,249,36,111,air
155,351,14,191,251,251,37,109,air
153,355,14,191,255,251,37,114,air
158,356,34,190,252,250,29,110,air
152,354,13,192,241,250,36,118,air
154,354,14,191,250,252,38,109,air
153,354,13,193,250,247,37,110,air
148,363,12,192,251,251,37,108,air
153,354,15,205,248,249,31,113,air
147,357,14,191,261,252,37,110,air
152,354,14,192,250,250,37,109,air
151,353,14,191,251,250,38,109,air
152,355,13,191,271,251,38,110,air
150,354,15,191,249,249,38,109,air
152,368,15,191,250,248,38,109,air
153,354,11,191,251,253,38,111,air
152,354,14,189,251,252,38,109,air
152,354,12,191,248,251,36,110,air
152,350,13,191,253,250,31,105,air
153,350,14,191,251,250,38,117,air
152,352,13,192,247,252,36,99,air
150,356,13,191,251,247,36,99,air
151,355,11,190,253,250,36,110,air
152,353,14,189,259,248,37,105,air
150,353,14,191,253,249,34,111,air
151,356,14,190,250,251,40,110,air
152,355,14,193,250,246,37,109,air
148,349,14,189,252,251,40,114,air
151,355,13,187,250,250,38,110,air
151,378,12,191,251,250,38,113,air
150,353,13,190,250,249,38,142,air
152,354,13,191,254,246,37,109,air
157,352,14,180,251,244,49,109,air
153,353,14,190,252,250,37,110,air
152,353,13,190,250,250,37,109,air
153,353,13,189,258,279,37,96,air
157,355,14,189,251,244,36,109,air
149,354,14,189,250,246,38,109,air
146,351,14,189,250,249,44,112,air
151,353,13,190,244,250,37,109,air
152,352,13,190,250,250,36,110,air
153,356,15,191,257,252,37,113,air
153,354,13,190,250,250,37,109,air
158,363,14,191,255,254,36,101,air
149,347,13,217,251,250,37,110,air
151,349,11,191,250,250,43,109,air
151,352,18,190,250,250,34,104,air
156,348,16,189,250,252,39,110,air
151,355,13,192,250,253,38,109,air
153,351,13,190,251,248,35,109,air
153,352,13,185,249,250,38,108,air
149,348,13,186,251,250,37,111,air
160,352,14,191,251,253,39,110,air
154,351,13,190,253,250,36,108,air
150,348,13,192,251,251,41,120,air
150,350,14,189,263,250,38,113,air
153,351,12,190,250,245,38,114,air
152,351,13,190,250,254,35,109,air
151,349,13,191,252,248,37,104,air
146,350,11,189,250,276,38,109,air
153,354,13,190,252,250,36,139,air
154,352,14,185,250,252,36,108,air
151,351,18,190,250,250,36,109,air
151,347,13,191,250,250,36,109,air
148,351,13,197,252,254,23,108,air
147,352,14,189,250,250,39,108,air
152,352,14,190,251,246,37,109,air
151,353,14,190,248,251,36,121,air
157,346,15,188,253,242,38,109,air
151,347,12,187,251,277,37,109,air
151,358,19,189,250,254,42,109,air
153,340,14,190,249,250,36,132,air
156,352,13,188,250,256,37,113,air
167,354,12,190,249,250,37,110,air
153,348,12,188,250,249,37,111,air
150,351,13,190,262,251,37,109,air
149,343,13,188,247,250,48,104,air
150,350,13,218,252,254,36,109,air
152,349,13,188,250,250,37,143,air
151,349,15,190,252,252,40,109,air
151,352,10,188,250,249,37,109,air
151,350,13,190,250,252,37,111,air
149,346,13,190,249,250,34,119,air
151,350,15,189,250,247,34,109,air
152,348,14,195,252,270,37,108,air
151,349,16,191,249,252,36,110,air
151,352,14,189,247,249,36,109,air
170,350,12,191,253,254,37,108,air
151,352,13,189,249,251,37,109,air
149,351,14,189,246,250,43,108,air
151,352,13,191,249,250,34,106,air
150,344,13,190,250,250,36,112,air
152,350,12,189,250,251,38,106,air
151,351,13,190,250,250,62,107,air
147,348,13,188,250,247,37,109,air
152,349,13,191,244,250,36,110,air
153,349,24,192,252,245,34,110,air
152,347,14,212,249,249,37,108,air
150,353,16,189,250,252,39,108,air
158,345,13,188,249,249,40,110,air
151,348,16,190,250,249,38,108,air
151,356,12,188,254,249,39,105,air
151,347,15,189,249,250,62,108,air
151,350,13,189,254,249,36,105,air
149,348,12,213,249,254,35,122,air
164,351,12,190,250,253,37,121,air
150,349,13,189,250,247,36,108,air
151,348,16,189,250,250,37,110,air
149,349,44,196,249,267,36,110,air
149,349,13,189,247,249,33,108,air
152,348,15,189,252,249,37,109,air
149,349,12,190,250,249,39,108,air
152,349,13,189,250,249,36,108,air
148,347,13,192,253,246,36,107,air
151,348,13,190,269,249,36,108,air
151,345,14,190,251,250,37,108,air
152,350,15,188,250,248,36,108,air
149,348,12,188,250,252,37,109,air
151,343,12,188,250,275,37,109,air
150,349,34,195,251,249,36,108,air
146,350,13,186,249,248,36,120,air
150,349,53,188,251,250,37,107,air
151,347,12,187,249,249,35,109,air
150,348,13,198,251,250,36,107,air
148,348,14,185,251,249,37,110,air
150,343,14,188,261,252,33,107,air
151,347,14,188,250,250,35,107,air
151,355,13,188,249,248,37,109,air
151,346,20,189,250,249,35,107,air
149,356,13,188,250,249,36,109,air
151,346,14,187,250,248,64,109,air
152,342,25,188,253,249,36,111,air
149,346,13,185,250,248,34,108,air
149,347,13,190,254,249,40,97,air
148,347,24,189,249,250,36,107,air
154,347,13,187,249,251,37,111,air
150,343,13,186,250,250,37,104,air
151,346,14,213,249,245,35,108,air
148,342,4,188,250,249,37,108,air
148,354,13,182,250,249,40,120,air
148,347,9,188,248,249,36,108,air
153,345,13,183,250,249,35,107,air
151,345,14,187,240,249,36,108,air
152,344,13,187,249,253,35,132,air
153,343,14,188,252,249,35,108,air
150,345,13,187,251,249,35,108,air
149,345,18,187,251,252,36,108,air
149,347,13,186,249,249,35,108,air
151,344,14,178,249,250,24,107,air
151,346,28,189,242,249,39,109,air
152,345,6,189,251,249,36,107,air
150,346,13,187,250,249,35,111,air
148,345,13,187,250,250,36,110,air
148,347,13,187,275,253,35,95,air
150,345,12,187,249,249,36,108,air
154,346,13,186,250,263,36,107,air
144,360,8,185,252,249,34,107,air
152,346,10,186,249,249,31,112,air
152,345,13,187,241,249,39,107,air
149,345,14,188,248,249,50,112,air
150,349,17,185,249,275,35,107,air
149,343,13,186,250,247,36,107,air
149,341,11,187,250,249,37,107,air
149,345,11,186,247,250,35,107,air
150,343,12,187,246,249,39,107,air
149,344,12,187,253,251,36,106,air
149,345,14,181,248,248,36,109,air
149,332,14,187,240,245,37,113,air
149,344,13,181,249,249,32,107,air
150,344,11,186,249,249,35,107,air
148,343,16,187,248,249,36,108,air
143,347,13,188,250,249,42,108,air
160,345,15,187,248,251,34,108,air
148,343,13,194,250,248,36,111,air
150,344,13,185,249,249,36,107,air
150,342,11,186,245,250,37,110,air
149,341,13,186,249,249,33,108,air
151,341,17,186,249,251,35,109,air
149,351,11,186,249,252,31,104,air
147,343,14,185,251,249,49,107,air
149,343,14,186,249,250,35,108,air
149,341,12,187,249,249,37,111,air
146,344,12,186,249,244,36,104,air
148,342,14,187,259,253,32,107,air
150,343,12,188,250,258,37,108,air
162,344,13,186,248,249,36,107,air
148,343,13,187,249,250,36,106,air
147,343,13,187,249,252,38,109,air
149,340,14,177,248,250,35,106,air
149,338,21,187,247,244,36,107,air
148,341,14,186,247,249,37,106,air
158,341,13,186,249,249,34,131,air
152,344,14,185,247,248,36,108,air
149,341,13,187,249,249,35,106,air
148,336,12,187,249,248,35,106,air
150,340,25,186,249,249,37,106,air
148,348,11,186,249,252,37,106,air
150,339,13,191,248,247,47,115,air
151,338,13,186,248,250,42,103,air
150,342,14,188,245,248,34,107,air
149,345,14,186,248,250,36,117,air
148,338,13,185,248,249,36,107,air
149,335,15,193,251,249,44,139,air
150,343,13,185,255,249,37,107,air
150,341,12,186,251,245,48,106,air
150,342,14,185,249,249,31,107,air
147,341,14,186,248,248,36,110,air
147,341,13,184,248,248,29,97,air
149,331,15,186,249,249,37,107,air
150,344,13,184,252,249,39,107,air
154,341,35,183,246,255,18,106,air
151,339,14,186,246,250,35,107,air
149,340,13,185,247,249,35,105,air
149,340,14,189,249,249,36,106,air
148,341,13,185,248,254,35,112,air
149,344,12,183,245,248,36,107,air
156,342,15,186,250,250,32,108,air
151,337,13,187,245,248,32,103,air
146,339,13,187,253,251,35,108,air
149,341,13,185,248,249,36,96,air
149,340,13,180,249,249,35,107,air
149,337,24,187,248,249,36,107,air
150,351,13,186,264,248,31,99,air
149,338,12,183,248,251,39,100,air
151,343,21,185,248,248,36,105,air
142,341,13,185,247,249,60,106,air
151,339,12,182,235,250,59,112,air
150,337,13,184,247,253,36,111,air
149,339,12,187,250,249,36,107,air
149,341,13,185,248,259,35,107,air
148,340,13,188,247,248,35,106,air
150,340,15,186,247,248,35,107,air
149,336,9,215,248,248,41,106,air
150,339,13,183,248,248,35,107,air
149,348,13,187,252,247,35,106,air
150,337,11,186,249,253,35,107,air
149,340,13,183,248,249,36,107,air
149,338,13,185,256,248,67,102,air
149,336,19,185,251,250,34,106,air
149,344,4,180,248,248,35,106,air
149,340,30,185,247,248,35,107,air
136,338,13,173,248,249,35,130,air
144,339,12,185,249,259,35,105,air
148,339,12,185,248,249,36,106,air
153,337,16,184,244,249,39,107,air
149,336,3,184,248,248,36,107,air
150,338,13,182,247,251,35,105,air
149,334,13,185,250,248,35,109,air
149,336,13,185,248,248,35,107,air
150,340,14,183,247,248,35,108,air
147,333,10,186,252,249,35,106,air
149,338,14,181,248,248,34,107,air
150,338,12,184,247,248,37,107,air
148,339,16,184,239,251,35,97,air
148,339,13,184,248,249,35,106,air
150,339,16,186,249,249,38,104,air
148,338,12,186,249,269,34,105,air
146,339,13,185,249,249,36,139,air
150,337,13,211,247,264,42,105,air
148,339,37,184,248,249,35,105,air
149,340,13,185,250,247,35,106,air
148,339,13,185,245,247,35,108,air
149,338,13,182,248,251,58,101,air
149,337,13,185,255,248,37,107,air
150,333,13,184,247,248,35,106,air
150,335,13,184,247,247,34,106,air
150,334,11,186,248,245,35,109,air
149,339,13,183,251,248,34,109,air
149,337,14,184,249,250,37,105,air
148,337,10,183,250,249,36,107,air
